1502348454,11.747,46.791
1502348455,11.748,46.792
1502348456,11.749,46.793
1502348457,11.75,46.794
1502348458,11.751,46.795
1502348459,11.752,46.796
1502348460,11.753,46.797
1502348461,11.754,46.798
1502348462,11.755,46.799
1502348463,11.756,46.8
1502348465,11.757,46.801
1502348466,11.758,46.802
1502348467,11.759,46.803
1502348468,11.76,46.804
1502348469,11.761,46.805
1502348470,11.762,46.806
1502348471,11.763,46.807
1502348472,11.764,46.808
1502348473,11.765,46.809
1502348474,11.766,46.81
1502348475,11.767,46.811
1502348476,11.768,46.812
1502348477,11.769,46.813
1502348478,11.77,46.814
1502348479,11.771,46.815
1502348480,11.772,46.816
1502348481,11.773,46.817
1502348482,11.774,46.818
1502348483,11.775,46.819
1502348484,11.776,46.82
1502348485,11.777,46.821
1502348486,11.778,46.822
1502348487,11.779,46.823
1502348488,11.78,46.824
1502348489,11.781,46.825
1502348490,11.782,46.826
1502348491,11.783,46.827
1502348492,11.784,46.828
1502348493,11.785,46.829
1502348494,11.786,46.83
1502348495,11.787,46.831
1502348496,11.788,46.832
1502348497,11.789,46.833
1502348498,11.79,46.834
1502348499,11.791,46.835
1502348500,11.792,46.836
1502348501,11.793,46.837
1502348502,11.794,46.838
1502348503,11.795,46.839
1502348504,11.796,46.84
1502348505,11.797,46.841
1502348506,11.798,46.842
1502348507,11.799,46.843
1502348508,11.8,46.844
1502348509,11.801,46.845
1502348510,11.802,46.846
1502348511,11.803,46.847
1502348512,11.804,46.848
1502348513,11.805,46.849
1502348514,11.806,46.85
1502348515,11.807,46.851
1502348516,11.808,46.852
1502348517,11.809,46.853
1502348518,11.81,46.854
1502348519,11.811,46.855
1502348520,11.812,46.856
1502348521,11.813,46.857
1502348522,11.814,46.858
1502348523,11.815,46.859
1502348524,11.816,46.86
1502348525,11.817,46.861
1502348526,11.818,46.862
1502348527,11.819,46.863
1502348528,11.82,46.864
1502348529,11.821,46.865
1502348530,11.822,46.866
1502348531,11.823,46.867
1502348532,11.824,46.868
1502348533,11.825,46.869
1502348534,11.826,46.87
1502348535,11.827,46.871
1502348536,11.828,46.872
1502348537,11.829,46.873
1502348538,11.83,46.874
1502348539,11.831,46.875
1502348540,11.832,46.876
1502348541,11.833,46.877
1502348542,11.834,46.878
1502348543,11.835,46.879
1502348544,11.836,46.88
1502348545,11.837,46.881
1502348546,11.838,46.882
1502348547,11.839,46.883
1502348548,11.84,46.884
1502348549,11.841,46.885
1502348550,11.842,46.886
1502348551,11.843,46.887
1502348552,11.844,46.888
1502348553,11.845,46.889
1502348554,11.846,46.89
1502348555,11.847,46.891
1502348556,11.848,46.892
1502348557,11.849,46.893
1502348558,11.85,46.894
1502348559,11.851,46.895
1502348560,11.852,46.896
1502348561,11.853,46.897
1502348562,11.854,46.898
1502348563,11.855,46.899
1502348564,11.856,46.9
1502348565,11.857,46.901
1502348566,11.858,46.902
1502348567,11.859,46.903
1502348568,11.86,46.904
1502348569,11.861,46.905
1502348570,11.862,46.906
1502348571,11.863,46.907
1502348572,11.864,46.908
1502348573,11.865,46.909
1502348574,11.866,46.91
1502348575,11.867,46.911
1502348576,11.868,46.912
1502348577,11.869,46.913
1502348578,11.87,46.914
1502348579,11.871,46.915
1502348580,11.872,46.916
1502348581,11.873,46.917
1502348582,11.874,46.918
1502348583,11.875,46.919
1502348584,11.876,46.92
1502348585,11.877,46.921
1502348586,11.878,46.922
1502348587,11.879,46.923
1502348588,11.88,46.924
1502348589,11.881,46.925
1502348590,11.882,46.926
1502348591,11.883,46.927
1502348592,11.884,46.928
1502348593,11.885,46.929
1502348594,11.886,46.93
1502348595,11.887,46.931
1502348596,11.888,46.932
1502348597,11.889,46.933
1502348598,11.89,46.934
1502348599,11.891,46.935
1502348600,11.892,46.936
1502348601,11.893,46.937
1502348602,11.894,46.938
1502348603,11.895,46.939
1502348604,11.896,46.94
1502348605,11.897,46.941
1502348606,11.898,46.942
1502348607,11.899,46.943
1502348608,11.9,46.944
1502348609,11.901,46.945
1502348610,11.902,46.946
1502348611,11.903,46.947
1502348612,11.904,46.948
1502348613,11.905,46.949
1502348614,11.906,46.95
1502348615,11.907,46.951
1502348616,11.908,46.952
1502348617,11.909,46.953
1502348618,11.91,46.954
1502348619,11.911,46.955
1502348620,11.912,46.956
1502348621,11.913,46.957
1502348622,11.914,46.958
1502348623,11.915,46.959
1502348624,11.916,46.96
1502348625,11.917,46.961
1502348626,11.918,46.962
1502348627,11.919,46.963
1502348628,11.92,46.964
1502348629,11.921,46.965
1502348630,11.922,46.966
1502348631,11.923,46.967
1502348632,11.924,46.968
1502348633,11.925,46.969
1502348634,11.926,46.97
1502348635,11.927,46.971
1502348636,11.928,46.972
1502348637,11.929,46.973
1502348638,11.93,46.974
1502348639,11.931,46.975
1502348640,11.932,46.976
1502348641,11.933,46.977
1502348642,11.934,46.978
1502348643,11.935,46.979
1502348644,11.936,46.98
